SamplingSite,Population,Fishery,Component,Gear,Mesh,ReturnYear,n,Age0.1,Age0.2,Age1.1,Age0.3,Age1.2,Age2.1,Age0.4,Age1.3,Age2.2,Age0.5,Age1.4,Age2.3,Age1.5,Age2.4,Age2.5,Age1.6,SumProportions,FWAgeAssumed,Comments,Reference,Page
Crooked,Crooked,,Escapement,Weir,,2010,134,0,0,0,0,0.358208955,0,0,0.470149254,0,0,0.171641791,0,0,0,0,0,1,Y,Ocean-age-1 fish excluded from escapement; sport harvest; and age composition data,J. Cope; ADFG-SF; pers. comm. 2/1/2018,
Crooked,Crooked.Hatchery,,Escapement,Weir,,2010,25,0,0,0,0,0.48,0,0,0.48,0,0,0.04,0,0,0,0,0,1,Y,Ocean-age-1 fish excluded from escapement; sport harvest; and age composition data,J. Cope; ADFG-SF; pers. comm. 2/1/2018,
Crooked,Crooked,,Escapement,Weir,,2011,218,0,0,0,0,0.348623853,0,0,0.472477064,0,0,0.178899083,0,0,0,0,0,1,Y,Ocean-age-1 fish excluded from escapement; sport harvest; and age composition data,J. Cope; ADFG-SF; pers. comm. 2/1/2018,
Crooked,Crooked.Hatchery,,Escapement,Weir,,2011,74,0,0,0,0,0.689189189,0,0,0.27027027,0,0,0.040540541,0,0,0,0,0,1,Y,Ocean-age-1 fish excluded from escapement; sport harvest; and age composition data,J. Cope; ADFG-SF; pers. comm. 2/1/2018,
Crooked,Crooked,,Escapement,Weir,,2012,259,0,0,0,0,0.366795367,0,0,0.50965251,0,0,0.123552124,0,0,0,0,0,1,Y,Ocean-age-1 fish excluded from escapement; sport harvest; and age composition data,J. Cope; ADFG-SF; pers. comm. 2/1/2018,
Crooked,Crooked.Hatchery,,Escapement,Weir,,2012,62,0,0,0,0,0.306451613,0,0,0.629032258,0,0,0.064516129,0,0,0,0,0,1,Y,Ocean-age-1 fish excluded from escapement; sport harvest; and age composition data,J. Cope; ADFG-SF; pers. comm. 2/1/2018,
Crooked,Crooked,,Escapement,Weir,,2013,407,0,0,0,0,0.42014742,0,0,0.503685504,0,0,0.076167076,0,0,0,0,0,1,Y,Ocean-age-1 fish excluded from escapement; sport harvest; and age composition data,J. Cope; ADFG-SF; pers. comm. 2/1/2018,
Crooked,Crooked.Hatchery,,Escapement,Weir,,2013,50,0,0,0,0,0.54,0,0,0.42,0,0,0.04,0,0,0,0,0,1,Y,Ocean-age-1 fish excluded from escapement; sport harvest; and age composition data,J. Cope; ADFG-SF; pers. comm. 2/1/2018,
Crooked,Crooked,,Escapement,Weir,,2014,447,0,0,0,0,0.272930649,0,0,0.651006711,0,0,0.07606264,0,0,0,0,0,1,Y,Ocean-age-1 fish excluded from escapement; sport harvest; and age composition data,J. Cope; ADFG-SF; pers. comm. 2/1/2018,
Crooked,Crooked.Hatchery,,Escapement,Weir,,2014,228,0,0,0,0,0.789473684,0,0,0.201754386,0,0,0.00877193,0,0,0,0,0,1,Y,Ocean-age-1 fish excluded from escapement; sport harvest; and age composition data,J. Cope; ADFG-SF; pers. comm. 2/1/2018,
Crooked,Crooked,,Escapement,Weir,,2015,459,0,0,0,0,0.431372549,0,0,0.453159041,0,0,0.11546841,0,0,0,0,0,1,Y,Ocean-age-1 fish excluded from escapement; sport harvest; and age composition data,J. Cope; ADFG-SF; pers. comm. 2/1/2018,
Crooked,Crooked.Hatchery,,Escapement,Weir,,2015,169,0,0,0,0,0,0,0,0.976331361,0,0,0.023668639,0,0,0,0,0,1,Y,Ocean-age-1 fish excluded from escapement; sport harvest; and age composition data,J. Cope; ADFG-SF; pers. comm. 2/1/2018,
Crooked,Crooked,,Escapement,Weir,,2016,293,0,0,0,0,0.614334471,0,0,0.341296928,0,0,0.044368601,0,0,0,0,0,1,Y,Ocean-age-1 fish excluded from escapement; sport harvest; and age composition data,J. Cope; ADFG-SF; pers. comm. 2/1/2018,
Crooked,Crooked.Hatchery,,Escapement,Weir,,2016,423,0,0,0,0,0.990543735,0,0,0,0,0,0.009456265,0,0,0,0,0,1,Y,Ocean-age-1 fish excluded from escapement; sport harvest; and age composition data,J. Cope; ADFG-SF; pers. comm. 2/1/2018,
LittleSusitna,LittleSusitna,,Escapement,Weir,,1988,375,0,0,0,0,0.067,0,0,0.2,0,0,0.733,0,0,0,0,0,1,,,Bartlett and Vincent Lang 1989,Tables 26; 28
LittleSusitna,LittleSusitna,,Escapement,Weir,,1989,368,0,0,0,0,0.068,0,0,0.149,0,0,0.747,0,0.035,0,0,0,1,,,FDS90-59,Tables 26; 28
LittleSusitna,LittleSusitna,,Escapement,Weir,,1994,499,0,0,0,0,0.108,0,0,0.248,0,0,0.639,0,0.004,0,0,0,1,,,FMR95-06,Table 28
LittleSusitna,LittleSusitna,,Escapement,Weir,,1995,475,0,0,0,0,0.221,0,0,0.233,0,0,0.494,0,0.035,0,0,0,0.98,,,FMR96-02,Table 23
LittleSusitna,LittleSusitna,,Escapement,Weir,,2013,242,0,0,0.008,0,0.483,0,0,0.302,0,0,0.198,0,0,0,0,0,0.99,,,Adam St. Saviour; ADFG-SF; unpublished data,
LittleSusitna,LittleSusitna,,Escapement,Weir,,2014,108,0,0,0.065,0,0.315,0,0,0.481,0,0,0.139,0,0,0,0,0,1,,,Adam St. Saviour; ADFG-SF; unpublished data,
LittleSusitna,LittleSusitna,,Escapement,Weir,,2015,272,0,0,0.202,0,0.537,0,0,0.136,0,0,0.125,0,0,0,0,0,1,,,Adam St. Saviour; ADFG-SF; unpublished data,
LittleSusitna,LittleSusitna,,Escapement,Weir,,2016,375,0,0,0.165,0,0.189,0,0,0.565,0,0,0.08,0,0,0,0,0,1,,,Adam St. Saviour; ADFG-SF; unpublished data,
Tyonek,,Tyonek,Subsistence Harvest,Gill Net,< 6 in,2014,136,0,0,0.059,0,0.184,0,0,0.375,0,0,0.324,0,0.059,0,0,0,1,,,Adam St. Saviour; ADFG-SF; unpublished data,
Tyonek,,Tyonek,Subsistence Harvest,Gill Net,< 6 in,2015,300,0,0,0.073,0,0.283,0,0,0.527,0,0,0.117,0,0,0,0,0,1,,,Adam St. Saviour; ADFG-SF; unpublished data,
Tyonek,,Tyonek,Subsistence Harvest,Gill Net,< 6 in,2016,210,0,0,0.052,0,0.181,0,0,0.629,0,0,0.133,0,0.005,0,0,0,1,,,Adam St. Saviour; ADFG-SF; unpublished data,
NorthernDistrict,,NSN,Commercial Harvest,Gill Net,< 6 in,2014,568,0,0,0.06,0,0.279,0,0,0.413,0,0,0.231,0,0.017,0,0,0,1,,,Adam St. Saviour; ADFG-SF; unpublished data,
NorthernDistrict,,NSN,Commercial Harvest,Gill Net,< 6 in,2015,725,0,0,0.155,0,0.431,0,0,0.324,0,0,0.089,0,0.001,0,0,0,1,,,Adam St. Saviour; ADFG-SF; unpublished data,
NorthernDistrict,,NSN,Commercial Harvest,Gill Net,< 6 in,2016,1027,0,0,0.014,0,0.347,0,0,0.563,0,0,0.076,0,0,0,0,0,1,,,Adam St. Saviour; ADFG-SF; unpublished data,
